course_code,course_duration,course_fees_int,course_fees_uk,course_intake,course_location,course_title,course_type,course_url,data_requirements
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Biomedical Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-biomedical-engineering,"A Levels in at least two subjects including Mathematics, Physics or Biology,BTEC Extended – DMM in a relevant subject. Must include distinctions in both Mathematics and Further Mathematics,BTEC Diploma – D*D* in a relevant subject. Must include distinctions in both Mathematics and Further Mathematics,Access to HE Diploma in a relevant subject,T Levels in a relevant subject,International Baccalaureate – 27 points including a minimum of 15 points at Higher Level and must include Mathematics and Physics at Higher Level ,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Ba,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Ba Hons Criminology Law,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-criminology-law,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics, "
Ba,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Ba Hons Commercial Photography,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-commercial-photography,"112 UCAS points from an equivalent Level 3 qualification listed on the ,, including:, "
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Engineering Management,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-engineering-management,112 UCAS points from an equivalent Level 3 qualification listed on the UCAS tariff calculator
Ba,"Full time, 3 years",14160,9250,September 2023,Docklands Campus,Ba Hons Film,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-film,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English"
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Mechatronics Computer Systems Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-mechatronics-computer-systems-engineering,"A Levels in at least two subjects including  Mathematics and Physics,BTEC Extended Diploma – DMM in a relevant subject. Must include distinctions in both Mathematics and Further Mathematics,BTEC Diploma – D*D* in a  relevant subject. Must include Distinctions   in  Mathematics , Further Mathematics,Access to HE Diploma in a relevant subject,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level and must include Mathematics and Physics at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Mechatronics Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-mechatronics-engineering,"A Levels in at least two subjects including  Mathematics and Physics,BTEC Extended Diploma – DMM in a relevant subject. Must include distinctions in both Mathematics and Further Mathematics,BTEC Diploma – D*D* in a  relevant subject. Must include Distinctions   in  Mathematics , Further Mathematics,Access to HE Diploma in a relevant subject,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level and must include Mathematics and Physics at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Product Design Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-product-design-engineering,"A Levels in at least two subjects including  Mathematics and Physics,BTEC Extended Diploma – DMM in a relevant subject. Must include distinctions in both Mathematics and Further Mathematics ,BTEC Diploma – D*D* in an  relevant subject. Must include Distinctions in  Mathematics, Further Mathematics,Access to HE Diploma in a relevant subject,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level and must include Mathematics and Physics at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Beng,"Full time, 3 years",13500,9250,September 2023,Docklands Campus,Beng Hons Railway Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-railway-engineering,"A Levels ,BTEC Extended Diploma – MPP,BTEC Diploma – MM,Access to HE Diploma                  ,T Levels                               ,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Bsc Hons Accounting Finance Fintech Pathway,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-accounting-finance-fintech-pathway,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Bsc,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Bsc Hons Accounting Finance,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-accounting-finance,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics, "
Beng,"Full time, 3 years",13920,9250,September 2023,Docklands Campus,Beng Hons Electrical Electronic Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-electrical-electronic-engineering,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,Full time 3/4/5 years,13920,9250,September 2023,Docklands Campus,Bsc Hons Architectural Design Technology Accredited Ciat,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-architectural-design-technology-accredited-ciat,64 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Architecture Arbriba,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-architecture-arbriba,120 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13740,9250,September 2023,University Square Stratford,Bsc Hons Banking Finance,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-banking-finance,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Ba,"Full time, 3 years",14160,9250,September 2023,Docklands Campus,Ba Hons Media Production,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-media-production,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English"
Bsc,Full time 3/4/5 years,2310,9250,September 2023,Stratford Campus,Bsc Hons Biomedical Science,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-biomedical-science," A Levels in at least two subjects including Grade B in Biology or Chemistry ,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*, at least Merit in relevant subjects,Access to HE Diploma in a relevant subject,T Levels in a relevant subject,International Baccalaureate – 25 points including a minimum of 15 points at Higher Level.,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics."
Bsc,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Bsc Hons Business Management,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-business-management,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics, "
Ba,"Full time, 3 years",2310,9250,September 2023,University Square Stratford,Ba Hons Performing Arts,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-performing-arts,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,Full time 3/4/5 years,13920,9250,September 2023,Docklands Campus,Bsc Hons Civil Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-civil-engineering,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Clinical Community Psychology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-clinical-community-psychology,120 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Cloud Computing,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-cloud-computing,"A Levels ,BTEC Extended Diploma – MPP,BTEC Diploma – MM,Access to HE Diploma,T Levels in a relevant subject,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level ,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Computer Science Web Mobile Technologies,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-computer-science-web-mobile-technologies,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Computer Science Education Qualified Teacher Status,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-computer-science-education-qualified-teacher-status,
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Computer Science,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-computer-science,64 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Computing Business,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-computing-business,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Construction Management,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-construction-management,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Counselling,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-counselling,"112 UCAS points from an equivalent Level 3 qualification listed on the ,,"
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Cyber Security Networks,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-cyber-security-networks,112 UCAS points from an equivalent Level 3 qualification listed on the 
Beng,"Full time, 3 years",13920,9250,September 2023,Docklands Campus,Beng Hons General Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-general-engineering,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Data Science Artificial Intelligence,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-data-science-artificial-intelligence,112 UCAS points from an equivalent Level 3 qualification listed on the 
Ba,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Ba Hons Sound Music Media,Undergraduate,https://uel.ac.uk/undergraduate/courses/ba-hons-sound-music-media,"A Levels,BTEC Extended Diploma – MPP,BTEC Diploma – MM,Access to HE Diploma,T Levels, International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English"
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Civil Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-civil-engineering,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Environmental Psychology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-environmental-psychology,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Forensic Psychology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-forensic-psychology,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Docklands Campus,Bsc Hons Game Programming,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-game-programming,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English"
Beng,"Full time, 3/4 years",13920,9250,September 2023,Docklands Campus,Beng Hons Mechanical Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/beng-hons-mechanical-engineering,"A Levels ,BTEC Extended Diploma – MPP,BTEC Diploma – MM,Access to HE Diploma ,T Levels ,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 1 year",13740,9250,September 2023,Docklands Campus,Bsc Hons International Business Management Top,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-international-business-management-top,"GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Bsc,Full time,2310,9250,September 2024,Docklands Campus,Bsc Hons International Sport Enterprise West Ham United Foundation,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-international-sport-enterprise-west-ham-united-foundation,"112 UCAS points from an equivalent Level 3 qualification listed on the ,, including:"
Bsc,"Full time, 3/4 years",14160,9250,September 2023,University Square Stratford,Bsc Hons Marketing Data Analytics,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-marketing-data-analytics,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Bsc,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Bsc Hons Marketing,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-marketing,
Bsc,"Full time, 3/4 years",2310,9250,September 2023,Stratford Campus,Bsc Hons Medical Physiology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-medical-physiology,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,Full time,,9250,September 2023,Stratford Campus,Bsc Hons Midwifery,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-midwifery,"A Levels in at least two subjects,BTEC Extended Diploma – DDM,Access to HE Diploma,T Levels,International Baccalaureate - 28 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,GCSE Science Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3 years",,9250,September 2023,Stratford Campus,Bsc Hons Nursing Adult,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-nursing-adult,"A Levels in at least two subjects including Grade B in Biology or Chemistry,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 25 points including a minimum of 15 points at Higher Level, must include Biology and Chemistry at Higher Level.,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3 years",,9250,September 2023,Stratford Campus,Bsc Hons Occupational Therapy,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-occupational-therapy,"120 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,Full time 3/4/5 years,2310,9250,September 2023,Stratford Campus,Bsc Hons Pharmaceutical Science,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-pharmaceutical-science,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,"Full time, 3/4 years",2310,9250,September 2023,Stratford Campus,Bsc Hons Pharmacology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-pharmacology,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,"Full time, 1 year",13920,9250,September 2023,Docklands Campus,Bsc Hons Applied Computing Top,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-applied-computing-top,Higher National Diploma (HND) or Foundation Degree in a Computing relevant subject.
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Podiatry,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-podiatry,"120 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,"Part time, 2 years",,4480,September 2023,University Square Stratford,Bsc Hons Policing Studies Top,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-policing-studies-top,"3 years or more policing experience within the past 5 years as a serving officer or police staff. A CV will be required.,
 "
Bsc,"Full time, 3 years",2310,9250,September 2023,University Square Stratford,Bsc Hons Professional Policing,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-professional-policing,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Psychology Distance Learning,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-psychology-distance-learning,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Psychology Child Development,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-psychology-child-development,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Psychology Positive Education,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-psychology-positive-education,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D* ,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level.,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics."
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Psychology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-psychology,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3/4 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Public Health,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-public-health,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,"Full time, 3 years",13920,9250,September 2023,Docklands Campus,Bsc Hons Quantity Surveying Commercial Management,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-quantity-surveying-commercial-management,"A Levels in at least two subjects ,BTEC Extended Diploma – DMM ,BTEC Diploma – D*D*,Access to HE Diploma ,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3/4 years",2310,9250,September 2023,Docklands Campus,Bsc Hons Sport Exercise Science,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-sport-exercise-science,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Bsc,"Full time, 3/4 years",2310,9250,September 2023,Docklands Campus,Bsc Hons Sport Physical Education Development,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-sport-physical-education-development,112 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Physiotherapy,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-physiotherapy,"120 UCAS points from an equivalent Level 3 qualification listed on the ,, including: ,A Levels in at least three subjects with a minimum Grade BBB including Biology or Chemistry,BTEC National Diploma in Applied Science – DDD,Access to HE Diploma in a relevant subject,T Levels in a relevant subject,International Baccalaureate – 28 points including a minimum of 15 points at Higher Level, must include Biology and Chemistry at Higher Level ,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Bsc,"Full time, 3/4 years",2310,9250,September 2023,Docklands Campus,Bsc Hons Sports Therapy,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-sports-therapy,64 UCAS points from an equivalent Level 3 qualification listed on the 
Bsc,"Full time, 3 years",14160,9250,September 2023,Stratford Campus,Bsc Hons Cyberpsychology,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-cyberpsychology,112 UCAS points from an equivalent Level 3 qualification listed on the 
Edd,Part time,,,Start date TBC,Stratford Campus,Edd Professional Doctorate Education,Postgraduate,https://uel.ac.uk/postgraduate/courses/edd-professional-doctorate-education,
Bsc,Full time 3/4/5 years,2310,9250,September 2023,Stratford Campus,Bsc Hons Chemistry,Undergraduate,https://uel.ac.uk/undergraduate/courses/bsc-hons-chemistry,"112 UCAS points from an equivalent Level 3 qualification listed on the , "
Fdsc,"Full time, 2 years",2310,9250,September 2023,Docklands Campus,Fdsc Civil Engineering Construction Management,Undergraduate,https://uel.ac.uk/undergraduate/courses/fdsc-civil-engineering-construction-management,72 UCAS points from an equivalent Level 3 qualification listed on the 
Fdsc,"Full time, 2 years",,9250,September 2023,Stratford Campus,Fdsc Nursing Associate,Undergraduate,https://uel.ac.uk/undergraduate/courses/fdsc-nursing-associate,"48 UCAS points from an equivalent Level 3 qualification listed on the , "
Llb,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Llb Hons Business Law,Undergraduate,https://uel.ac.uk/undergraduate/courses/llb-hons-business-law,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics, "
Llb,"Full time, 3/4 years",14160,9250,September 2023,University Square Stratford,Llb Hons Law Criminology,Undergraduate,https://uel.ac.uk/undergraduate/courses/llb-hons-law-criminology,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Llb,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Llb Hons Law International Relations,Undergraduate,https://uel.ac.uk/undergraduate/courses/llb-hons-law-international-relations,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Llb,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Llb Hons Law,Undergraduate,https://uel.ac.uk/undergraduate/courses/llb-hons-law,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma - T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Business Financial Law,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-business-financial-law,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Energy Natural Resources,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-energy-natural-resources,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Fintech Law,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-fintech-law,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm General,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-general,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Human Rights Advocacy,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-human-rights-advocacy,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm International Law Legal Practice,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-international-law-legal-practice,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Transitional Justice Conflict,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-transitional-justice-conflict,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Acting Stage Screen,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-acting-stage-screen,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Acting,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-acting,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Applied Theatre,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-applied-theatre,
Ma,"Full time, 1 year",1370,8220,September 2023,Docklands Campus,Ma Architecture And Urbanism,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-architecture-and-urbanism,Bachelor's degree with minimum Second Class (2:2) or equivalent in a Built Environment discipline.
Ma,"Full time, 1 year",1650,9900,September 2023,Stratford Campus,Ma Conflict Displacement Human Security,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-conflict-displacement-human-security,Bachelor's degree with minimum Upper Second Class (2:1) or equivalent in a relevant subject area or substantial professional experience.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Contemporary Performance Practices,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-contemporary-performance-practices,
